z,n,name,bindingEnergy,bindingEnergykev,bindingEnergy per nucleon,bindingEnergyUncertainty
85,123,208At,1624.48,1624480,7.81E+3,4.29E-2
85,120,205At,1601.05,1601050,7.81E+3,5.88E-2
85,121,206At,1606.8,1606800,7.80E+3,6.57E-2
85,130,215At,1668.4,1668400,7.76E+3,3.08E-2
85,139,224At,1713.6,1713600,7.65E+3,9.98E-2
85,137,222At,1702.74,1702740,7.67E+3,7.13E-2
85,138,223At,1708.18,1708180,7.66E+3,6.27E-2
85,135,220At,1694,1694000,7.70E+3,6.35E-2
85,136,221At,1699.49,1699490,7.69E+3,6.32E-2
85,133,218At,1682.96,1682960,7.72E+3,5.28E-2
85,134,219At,1690.68,1690680,7.72E+3,1.48E-2
85,131,216At,1674,1674000,7.75E+3,1.66E-2
85,132,217At,1679.58,1679580,7.74E+3,2.30E-2
85,140,225At,1719,1719000,7.64E+3,1
85,141,226At,1722.12,1722120,7.62E+3,1
85,144,229At,1735.82,1735820,7.58E+3,2
85,142,227At,1727.47,1727470,7.61E+3,1
85,143,228At,1730.52,1730520,7.59E+3,2
86,128,214Rn,1662.78,1662780,7.77E+3,4.29E-2
86,127,213Rn,1657.14,1657140,7.78E+3,1.58E-2
86,129,215Rn,1668.4,1668400,7.76E+3,2.83E-2
86,124,210Rn,1635.9,1635900,7.79E+3,2.17E-2
86,123,209Rn,1628.11,1628110,7.79E+3,4.77E-2
86,126,212Rn,1651.48,1651480,7.79E+3,1.47E-2
86,125,211Rn,1643.69,1643690,7.79E+3,3.23E-2
86,120,206Rn,1602.68,1602680,7.78E+3,4.17E-2
86,122,208Rn,1620.32,1620320,7.79E+3,4.89E-2
86,121,207Rn,1610.46,1610460,7.78E+3,2.29E-2
86,140,226Rn,1726.64,1726640,7.64E+3,4.63E-2
86,139,225Rn,1721.25,1721250,7.65E+3,4.95E-2
86,138,224Rn,1718.08,1718080,7.67E+3,4.38E-2
86,135,221Rn,1701.7,1701700,7.70E+3,2.59E-2
86,134,220Rn,1696.2,1696200,7.71E+3,8.20E-3
86,137,223Rn,1710.41,1710410,7.67E+3,3.51E-2
86,136,222Rn,1707.18,1707180,7.69E+3,8.80E-3
86,131,217Rn,1679.58,1679580,7.74E+3,1.93E-2
86,130,216Rn,1674,1674000,7.75E+3,2.67E-2
86,133,219Rn,1690.68,1690680,7.72E+3,9.59E-3
86,132,218Rn,1685.14,1685140,7.73E+3,1.06E-2
86,145,231Rn,1748.67,1748670,7.57E+3,1
86,142,228Rn,1737.36,1737360,7.62E+3,7.75E-2
86,141,227Rn,1732.01,1732010,7.63E+3,6.21E-2
86,144,230Rn,1745.7,1745700,7.59E+3,1
86,143,229Rn,1740.4,1740400,7.60E+3,5.69E-2
86,109,195Rn,1501.5,1501500,7.70E+3,2.65E-1
86,109,195Rn,1501.5,1501500,7.70E+3,2.65E-1
86,108,194Rn,1491.86,1491860,7.69E+3,8.59E-2
86,107,193Rn,1480.31,1480310,7.67E+3,1.30E-1
86,117,203Rn,1577.31,1577310,7.77E+3,2.86E-2
86,117,203Rn,1577.31,1577310,7.77E+3,2.86E-2
86,116,202Rn,1567.52,1567520,7.76E+3,8.67E-2
86,119,205Rn,1594.9,1594900,7.78E+3,2.48E-2
86,118,204Rn,1587.12,1587120,7.78E+3,3.65E-2
86,113,199Rn,1540.26,1540260,7.74E+3,3.67E-2
86,113,199Rn,1540.26,1540260,7.74E+3,3.67E-2
86,112,198Rn,1530.54,1530540,7.73E+3,6.78E-2
86,115,201Rn,1557.75,1557750,7.75E+3,5.04E-2
86,115,201Rn,1557.75,1557750,7.75E+3,5.04E-2
86,114,200Rn,1550,1550000,7.75E+3,2.90E-2
86,111,197Rn,1520.84,1520840,7.72E+3,8.22E-2
86,110,196Rn,1511.16,1511160,7.71E+3,7.17E-2
87,139,226Fr,1726.64,1726640,7.64E+3,2.76E-2
87,138,225Fr,1723.5,1723500,7.66E+3,5.32E-2
87,137,224Fr,1718.08,1718080,7.67E+3,4.99E-2
87,132,219Fr,1690.68,1690680,7.72E+3,3.14E-2
87,131,218Fr,1682.96,1682960,7.72E+3,1.94E-2
87,130,217Fr,1677.41,1677410,7.73E+3,3.01E-2
87,136,223Fr,1712.64,1712640,7.68E+3,8.69E-3
87,135,222Fr,1707.18,1707180,7.69E+3,3.36E-2
87,134,221Fr,1701.7,1701700,7.70E+3,2.21E-2
87,133,220Fr,1694,1694000,7.70E+3,1.83E-2
87,129,216Fr,1671.84,1671840,7.74E+3,1.93E-2
87,128,215Fr,1666.25,1666250,7.75E+3,3.29E-2
87,127,214Fr,1658.5,1658500,7.75E+3,3.98E-2
87,126,213Fr,1652.88,1652880,7.76E+3,2.21E-2
87,121,208Fr,1612,1612000,7.75E+3,5.60E-2
87,120,207Fr,1604.25,1604250,7.75E+3,8.48E-2
87,125,212Fr,1645.12,1645120,7.76E+3,4.14E-2
87,124,211Fr,1637.36,1637360,7.76E+3,5.68E-2
87,123,210Fr,1629.6,1629600,7.76E+3,6.39E-2
87,122,209Fr,1621.84,1621840,7.76E+3,5.50E-2
87,143,230Fr,1748,1748000,7.60E+3,2.84E-2
87,142,229Fr,1742.69,1742690,7.61E+3,2.18E-2
87,141,228Fr,1737.36,1737360,7.62E+3,2.95E-2
87,140,227Fr,1734.28,1734280,7.64E+3,2.60E-2
87,146,233Fr,1761.48,1761480,7.56E+3,8.40E-2
87,145,232Fr,1756.24,1756240,7.57E+3,6.02E-2
87,144,231Fr,1753.29,1753290,7.59E+3,3.35E-2
87,118,205Fr,1586.7,1586700,7.74E+3,3.82E-2
87,117,204Fr,1576.92,1576920,7.73E+3,1.20E-1
87,117,204Fr,1576.92,1576920,7.73E+3,1.20E-1
87,117,204Fr,1576.92,1576920,7.73E+3,1.20E-1
87,116,203Fr,1569.19,1569190,7.73E+3,3.07E-2
87,116,203Fr,1569.19,1569190,7.73E+3,3.07E-2
87,115,202Fr,1557.42,1557420,7.71E+3,2.99E-2
87,115,202Fr,1557.42,1557420,7.71E+3,2.99E-2
87,119,206Fr,1594.44,1594440,7.74E+3,1.35E-1
87,119,206Fr,1594.44,1594440,7.74E+3,1.35E-1
87,119,206Fr,1594.44,1594440,7.74E+3,1.35E-1
87,110,197Fr,1510.99,1510990,7.67E+3,2.86E-1
87,114,201Fr,1549.71,1549710,7.71E+3,4.51E-2
87,114,201Fr,1549.71,1549710,7.71E+3,4.51E-2
87,113,200Fr,1540,1540000,7.70E+3,1.52E-1
87,112,199Fr,1530.31,1530310,7.69E+3,6.90E-2
87,111,198Fr,1518.66,1518660,7.67E+3,1.57E-1
87,111,198Fr,1518.66,1518660,7.67E+3,1.57E-1
88,137,225Ra,1723.5,1723500,7.66E+3,1.15E-2
88,136,224Ra,1718.08,1718080,7.67E+3,8.10E-3
88,139,227Ra,1734.28,1734280,7.64E+3,8.60E-3
88,138,226Ra,1731.16,1731160,7.66E+3,8.50E-3
88,131,219Ra,1688.49,1688490,7.71E+3,3.11E-2
88,130,218Ra,1682.96,1682960,7.72E+3,4.50E-2
88,133,221Ra,1701.7,1701700,7.70E+3,2.10E-2
88,132,220Ra,1696.2,1696200,7.71E+3,3.45E-2
88,135,223Ra,1712.64,1712640,7.68E+3,9.40E-3
88,134,222Ra,1707.18,1707180,7.69E+3,2.01E-2
88,126,214Ra,1656.36,1656360,7.74E+3,2.45E-2
88,125,213Ra,1648.62,1648620,7.74E+3,4.61E-2
88,128,216Ra,1669.68,1669680,7.73E+3,3.71E-2
88,127,215Ra,1661.95,1661950,7.73E+3,3.35E-2
88,129,217Ra,1675.24,1675240,7.72E+3,3.25E-2
88,120,208Ra,1607.84,1607840,7.73E+3,4.34E-2
88,122,210Ra,1625.4,1625400,7.74E+3,4.38E-2
88,121,209Ra,1615.57,1615570,7.73E+3,2.75E-2
88,124,212Ra,1640.88,1640880,7.74E+3,4.84E-2
88,123,211Ra,1633.14,1633140,7.74E+3,2.35E-2
88,140,228Ra,1741.92,1741920,7.64E+3,8.80E-3
88,142,230Ra,1752.6,1752600,7.62E+3,4.48E-2
88,141,229Ra,1744.98,1744980,7.62E+3,6.74E-2
88,144,232Ra,1763.2,1763200,7.60E+3,3.94E-2
88,143,231Ra,1755.6,1755600,7.60E+3,4.92E-2
88,146,234Ra,1771.38,1771380,7.57E+3,3.58E-2
88,145,233Ra,1766.14,1766140,7.58E+3,3.69E-2
88,115,203Ra,1559.04,1559040,7.68E+3,4.77E-2
88,114,202Ra,1551.36,1551360,7.68E+3,7.43E-2
88,117,205Ra,1578.5,1578500,7.70E+3,1.11E-1
88,117,205Ra,1578.5,1578500,7.70E+3,1.11E-1
88,116,204Ra,1570.8,1570800,7.70E+3,4.37E-2
88,119,207Ra,1598.04,1598040,7.72E+3,2.81E-1
88,118,206Ra,1588.26,1588260,7.71E+3,8.74E-2
88,113,201Ra,1539.66,1539660,7.66E+3,1.01E-1
88,113,201Ra,1539.66,1539660,7.66E+3,1.01E-1
89,119,208Ac,1597.44,1597440,7.68E+3,3.10E-1
89,118,207Ac,1589.76,1589760,7.68E+3,2.71E-1
89,117,206Ac,1577.96,1577960,7.66E+3,3.16E-1
89,117,206Ac,1577.96,1577960,7.66E+3,3.16E-1
89,116,205Ac,1570.3,1570300,7.66E+3,2.89E-1
89,145,234Ac,1773.72,1773720,7.58E+3,5.97E-2
89,144,233Ac,1768.47,1768470,7.59E+3,5.60E-2
89,143,232Ac,1763.2,1763200,7.60E+3,5.62E-2
89,142,231Ac,1757.91,1757910,7.61E+3,5.65E-2
89,141,230Ac,1752.6,1752600,7.62E+3,6.89E-2
89,140,229Ac,1747.27,1747270,7.63E+3,5.29E-2
89,147,236Ac,1781.8,1781800,7.55E+3,1.61E-1
89,146,235Ac,1778.95,1778950,7.57E+3,5.95E-2
89,123,212Ac,1632.4,1632400,7.70E+3,1.03E-1
89,122,211Ac,1624.7,1624700,7.70E+3,2.54E-1
89,121,210Ac,1614.9,1614900,7.69E+3,2.96E-1
89,120,209Ac,1607.21,1607210,7.69E+3,2.67E-1
89,129,218Ac,1678.6,1678600,7.70E+3,2.64E-1
89,128,217Ac,1673.07,1673070,7.71E+3,5.17E-2
89,127,216Ac,1665.36,1665360,7.71E+3,4.27E-2
89,126,215Ac,1657.65,1657650,7.71E+3,5.77E-2
89,125,214Ac,1649.94,1649940,7.71E+3,6.33E-2
89,124,213Ac,1642.23,1642230,7.71E+3,5.48E-2
89,134,223Ac,1710.41,1710410,7.67E+3,3.12E-2
89,133,222Ac,1704.96,1704960,7.68E+3,2.12E-2
89,133,222Ac,1704.96,1704960,7.68E+3,2.12E-2
89,132,221Ac,1699.49,1699490,7.69E+3,2.57E-1
89,131,220Ac,1691.8,1691800,7.69E+3,2.79E-2
89,130,219Ac,1686.3,1686300,7.70E+3,2.35E-1
89,139,228Ac,1739.64,1739640,7.63E+3,9.20E-3
89,138,227Ac,1736.55,1736550,7.65E+3,8.50E-3
89,137,226Ac,1728.9,1728900,7.65E+3,1.37E-2
89,136,225Ac,1723.5,1723500,7.66E+3,2.11E-2
89,135,224Ac,1718.08,1718080,7.67E+3,1.83E-2
90,148,238Th,1796.9,1796900,7.55E+3,1
90,145,235Th,1781.3,1781300,7.58E+3,5.55E-2
90,144,234Th,1776.06,1776060,7.59E+3,1.11E-2
90,147,237Th,1791.72,1791720,7.56E+3,6.68E-2
90,146,236Th,1786.52,1786520,7.57E+3,5.92E-2
90,141,231Th,1760.22,1760220,7.62E+3,5.30E-3
90,140,230Th,1754.9,1754900,7.63E+3,5.30E-3
90,143,233Th,1770.8,1770800,7.60E+3,6.10E-3
90,142,232Th,1765.52,1765520,7.61E+3,6.10E-3
90,138,228Th,1741.92,1741920,7.64E+3,7.90E-3
90,137,227Th,1734.28,1734280,7.64E+3,9.20E-3
90,139,229Th,1747.27,1747270,7.63E+3,1.05E-2
90,134,224Th,1715.84,1715840,7.66E+3,4.29E-2
90,133,223Th,1708.18,1708180,7.66E+3,3.56E-2
90,136,226Th,1728.9,1728900,7.65E+3,1.98E-2
90,135,225Th,1721.25,1721250,7.65E+3,2.25E-2
90,130,220Th,1689.6,1689600,7.68E+3,6.22E-2
90,132,222Th,1702.74,1702740,7.67E+3,4.60E-2
90,131,221Th,1695.07,1695070,7.67E+3,3.62E-2
90,127,217Th,1668.73,1668730,7.69E+3,4.89E-2
90,126,216Th,1661.04,1661040,7.69E+3,5.14E-2
90,129,219Th,1681.92,1681920,7.68E+3,2.57E-1
90,128,218Th,1676.42,1676420,7.69E+3,4.82E-2
90,123,213Th,1635.84,1635840,7.68E+3,4.33E-2
90,122,212Th,1628.16,1628160,7.68E+3,4.77E-2
90,125,215Th,1653.35,1653350,7.69E+3,2.95E-2
90,124,214Th,1645.66,1645660,7.69E+3,4.97E-2
90,121,211Th,1618.37,1618370,7.67E+3,4.07E-1
90,120,210Th,1608.6,1608600,7.66E+3,9.00E-2
90,119,209Th,1598.85,1598850,7.65E+3,0
90,118,208Th,1591.2,1591200,7.65E+3,1.53E-1
91,120,211Pa,1607.82,1607820,7.62E+3,3.29E-1
91,124,215Pa,1644.75,1644750,7.65E+3,3.83E-1
91,123,214Pa,1634.96,1634960,7.64E+3,3.79E-1
91,122,213Pa,1627.32,1627320,7.64E+3,2.68E-1
91,121,212Pa,1617.56,1617560,7.63E+3,4.13E-1
91,128,219Pa,1677.54,1677540,7.66E+3,3.18E-1
91,127,218Pa,1667.7,1667700,7.65E+3,8.19E-2
91,126,217Pa,1662.22,1662220,7.66E+3,5.76E-2
91,125,216Pa,1652.4,1652400,7.65E+3,1.14E-1
91,129,220Pa,1683,1683000,7.65E+3,6.66E-2
91,131,222Pa,1698.3,1698300,7.65E+3,3.90E-1
91,130,221Pa,1690.65,1690650,7.65E+3,2.68E-1
91,135,226Pa,1726.64,1726640,7.64E+3,4.96E-2
91,134,225Pa,1719,1719000,7.64E+3,3.63E-1
91,133,224Pa,1711.36,1711360,7.64E+3,3.39E-2
91,132,223Pa,1705.95,1705950,7.65E+3,3.39E-1
91,139,230Pa,1752.6,1752600,7.62E+3,1.32E-2
91,138,229Pa,1744.98,1744980,7.62E+3,1.43E-2
91,137,228Pa,1739.64,1739640,7.63E+3,1.90E-2
91,136,227Pa,1732.01,1732010,7.63E+3,3.20E-2
91,142,233Pa,1770.8,1770800,7.60E+3,5.70E-3
91,141,232Pa,1763.2,1763200,7.60E+3,3.30E-2
91,140,231Pa,1757.91,1757910,7.61E+3,7.70E-3
91,146,237Pa,1794.09,1794090,7.57E+3,5.50E-2
91,145,236Pa,1786.52,1786520,7.57E+3,5.92E-2
91,144,235Pa,1781.3,1781300,7.58E+3,5.95E-2
91,143,234Pa,1776.06,1776060,7.59E+3,1.75E-2
91,143,234Pa,1776.06,1776060,7.59E+3,1.75E-2
91,148,239Pa,1804.45,1804450,7.55E+3,1
91,147,238Pa,1796.9,1796900,7.55E+3,6.65E-2
92,123,215U,1638.3,1638300,7.62E+3,4.84E-1
92,130,222U,1693.86,1693860,7.63E+3,2.34E-1
92,132,224U,1709.12,1709120,7.63E+3,6.80E-2
92,131,223U,1701.49,1701490,7.63E+3,2.64E-1
92,134,226U,1724.38,1724380,7.63E+3,4.90E-2
92,133,225U,1714.5,1714500,7.62E+3,4.42E-2
92,125,217U,1655.71,1655710,7.63E+3,0
92,124,216U,1648.08,1648080,7.63E+3,1.30E-1
92,127,219U,1670.97,1670970,7.63E+3,6.09E-2
92,126,218U,1665.52,1665520,7.64E+3,6.29E-2
92,129,221U,1686.23,1686230,7.63E+3,3.26E-1
92,141,233U,1770.8,1770800,7.60E+3,9.70E-3
92,140,232U,1765.52,1765520,7.61E+3,7.80E-3
92,143,235U,1783.65,1783650,7.59E+3,4.79E-3
92,143,235U,1783.65,1783650,7.59E+3,4.79E-3
92,142,234U,1778.4,1778400,7.60E+3,4.79E-3
92,145,237U,1794.09,1794090,7.57E+3,5.10E-3
92,144,236U,1788.88,1788880,7.58E+3,4.70E-3
92,136,228U,1737.36,1737360,7.62E+3,5.91E-2
92,135,227U,1729.74,1729740,7.62E+3,3.75E-2
92,138,230U,1752.6,1752600,7.62E+3,1.96E-2
92,137,229U,1744.98,1744980,7.62E+3,2.59E-2
92,139,231U,1757.91,1757910,7.61E+3,1.15E-2
92,150,242U,1822.26,1822260,7.53E+3,1
92,147,239U,1804.45,1804450,7.55E+3,6.30E-3
92,146,238U,1801.66,1801660,7.57E+3,6.30E-3
92,149,241U,1814.73,1814730,7.53E+3,1
92,148,240U,1812,1812000,7.55E+3,1.06E-2
93,129,222Np,1687.2,1687200,7.60E+3,1.71E-1
93,127,220Np,1672,1672000,7.60E+3,1.39E-1
93,126,219Np,1664.4,1664400,7.60E+3,4.19E-1
93,133,226Np,1717.6,1717600,7.60E+3,4.51E-1
93,132,225Np,1710,1710000,7.60E+3,4.07E-1
93,131,224Np,1702.4,1702400,7.60E+3,1.29E-1
93,130,223Np,1694.8,1694800,7.60E+3,3.71E-1
93,149,242Np,1822.26,1822260,7.53E+3,8.26E-1
93,149,242Np,1822.26,1822260,7.53E+3,8.26E-1
93,148,241Np,1817.14,1817140,7.54E+3,4.15E-1
93,147,240Np,1812,1812000,7.55E+3,7.09E-2
93,147,240Np,1812,1812000,7.55E+3,7.09E-2
93,146,239Np,1806.84,1806840,7.56E+3,5.50E-3
93,145,238Np,1799.28,1799280,7.56E+3,4.79E-3
93,151,244Np,1832.44,1832440,7.51E+3,0
93,150,243Np,1827.36,1827360,7.52E+3,0
93,139,232Np,1760.88,1760880,7.59E+3,0
93,138,231Np,1755.6,1755600,7.60E+3,2.21E-1
93,137,230Np,1748,1748000,7.60E+3,2.39E-1
93,136,229Np,1740.4,1740400,7.60E+3,4.41E-1
93,135,228Np,1732.8,1732800,7.60E+3,0
93,134,227Np,1725.2,1725200,7.60E+3,3.39E-1
93,144,237Np,1794.09,1794090,7.57E+3,4.70E-3
93,143,236Np,1786.52,1786520,7.57E+3,2.13E-1
93,143,236Np,1786.52,1786520,7.57E+3,2.13E-1
93,142,235Np,1781.3,1781300,7.58E+3,5.90E-3
93,141,234Np,1773.72,1773720,7.58E+3,3.59E-2
93,140,233Np,1768.47,1768470,7.59E+3,2.18E-1
94,152,246Pu,1845,1845000,7.50E+3,6.09E-2
94,151,245Pu,1839.95,1839950,7.51E+3,5.56E-2
94,153,247Pu,1850.03,1850030,7.49E+3,1
94,150,244Pu,1834.88,1834880,7.52E+3,9.59E-3
94,150,244Pu,1834.88,1834880,7.52E+3,9.59E-3
94,149,243Pu,1829.79,1829790,7.53E+3,1.05E-2
94,148,242Pu,1824.68,1824680,7.54E+3,5.20E-3
94,145,239Pu,1806.84,1806840,7.56E+3,4.70E-3
94,144,238Pu,1799.28,1799280,7.56E+3,4.79E-3
94,147,241Pu,1817.14,1817140,7.54E+3,4.60E-3
94,146,240Pu,1812,1812000,7.55E+3,4.60E-3
94,141,235Pu,1778.95,1778950,7.57E+3,8.73E-2
94,140,234Pu,1773.72,1773720,7.58E+3,2.91E-2
94,143,237Pu,1794.09,1794090,7.57E+3,7.20E-3
94,143,237Pu,1794.09,1794090,7.57E+3,7.20E-3
94,142,236Pu,1786.52,1786520,7.57E+3,7.70E-3
94,138,232Pu,1758.56,1758560,7.58E+3,7.28E-2
94,137,231Pu,1750.98,1750980,7.58E+3,9.55E-2
94,139,233Pu,1766.14,1766140,7.58E+3,2.32E-1
94,134,228Pu,1730.52,1730520,7.59E+3,1.02E-1
94,136,230Pu,1745.7,1745700,7.59E+3,6.28E-2
94,135,229Pu,1735.82,1735820,7.58E+3,2.64E-1
95,135,230Am,1738.8,1738800,7.56E+3,1
95,134,229Am,1731.24,1731240,7.56E+3,4.64E-1
95,139,234Am,1769.04,1769040,7.56E+3,1
95,138,233Am,1761.48,1761480,7.56E+3,0
95,137,232Am,1753.92,1753920,7.56E+3,1
95,142,237Am,1791.72,1791720,7.56E+3,0
95,141,236Am,1784.16,1784160,7.56E+3,1
95,141,236Am,1784.16,1784160,7.56E+3,1
95,140,235Am,1776.6,1776600,7.56E+3,2.24E-1
95,146,241Am,1817.14,1817140,7.54E+3,4.60E-3
95,145,240Am,1809.6,1809600,7.54E+3,5.76E-2
95,144,239Am,1804.45,1804450,7.55E+3,8.30E-3
95,143,238Am,1796.9,1796900,7.55E+3,2.47E-1
95,149,244Am,1834.88,1834880,7.52E+3,6.10E-3
95,149,244Am,1834.88,1834880,7.52E+3,6.10E-3
95,148,243Am,1829.79,1829790,7.53E+3,5.70E-3
95,147,242Am,1822.26,1822260,7.53E+3,4.60E-3
95,147,242Am,1822.26,1822260,7.53E+3,4.60E-3
95,152,247Am,1850.03,1850030,7.49E+3,0
95,151,246Am,1845,1845000,7.50E+3,0
95,151,246Am,1845,1845000,7.50E+3,0
95,150,245Am,1839.95,1839950,7.51E+3,7.70E-3
95,128,223Am,1681.42,1681420,7.54E+3,1
96,141,237Cm,1786.98,1786980,7.54E+3,3.13E-1
96,140,236Cm,1781.8,1781800,7.55E+3,7.47E-2
96,138,234Cm,1766.7,1766700,7.55E+3,7.30E-2
96,137,233Cm,1756.82,1756820,7.54E+3,3.48E-1
96,139,235Cm,1771.9,1771900,7.54E+3,0
96,150,246Cm,1847.46,1847460,7.51E+3,6.20E-3
96,150,246Cm,1847.46,1847460,7.51E+3,6.20E-3
96,152,248Cm,1857.52,1857520,7.49E+3,9.50E-3
96,151,247Cm,1852.5,1852500,7.50E+3,1.54E-2
96,143,239Cm,1802.06,1802060,7.54E+3,6.27E-1
96,142,238Cm,1794.52,1794520,7.54E+3,5.14E-2
96,145,241Cm,1814.73,1814730,7.53E+3,6.70E-3
96,144,240Cm,1809.6,1809600,7.54E+3,7.90E-3
96,147,243Cm,1827.36,1827360,7.52E+3,6.20E-3
96,146,242Cm,1822.26,1822260,7.53E+3,4.70E-3
96,149,245Cm,1839.95,1839950,7.51E+3,4.70E-3
96,148,244Cm,1834.88,1834880,7.52E+3,4.49E-3
96,154,250Cm,1867.5,1867500,7.47E+3,4.11E-2
96,153,249Cm,1862.52,1862520,7.48E+3,9.50E-3
96,155,251Cm,1872.46,1872460,7.46E+3,9.03E-2
97,141,238Bk,1789.76,1789760,7.52E+3,1
97,142,239Bk,1797.28,1797280,7.52E+3,1
97,143,240Bk,1804.8,1804800,7.52E+3,1
97,144,241Bk,1812.32,1812320,7.52E+3,1
97,145,242Bk,1817.42,1817420,7.51E+3,1
97,146,243Bk,1824.93,1824930,7.51E+3,1.85E-2
97,147,244Bk,1832.44,1832440,7.51E+3,5.90E-2
97,148,245Bk,1837.5,1837500,7.50E+3,7.30E-3
97,149,246Bk,1845,1845000,7.50E+3,2.44E-1
97,150,247Bk,1850.03,1850030,7.49E+3,2.10E-2
97,151,248Bk,1857.52,1857520,7.49E+3,2.01E-1
97,151,248Bk,1857.52,1857520,7.49E+3,2.01E-1
97,136,233Bk,1749.83,1749830,7.51E+3,1
97,137,234Bk,1757.34,1757340,7.51E+3,1
97,139,236Bk,1774.72,1774720,7.52E+3,2
97,140,237Bk,1782.24,1782240,7.52E+3,1
97,152,249Bk,1862.52,1862520,7.48E+3,5.00E-3
97,153,250Bk,1867.5,1867500,7.47E+3,1.15E-2
97,154,251Bk,1872.46,1872460,7.46E+3,4.28E-2
97,155,252Bk,1877.4,1877400,7.45E+3,1
97,156,253Bk,1884.85,1884850,7.45E+3,1
98,148,246Cf,1842.54,1842540,7.49E+3,6.20E-3
98,149,247Cf,1850.03,1850030,7.49E+3,5.80E-2
98,146,244Cf,1830,1830000,7.50E+3,1.07E-2
98,147,245Cf,1835.05,1835050,7.49E+3,9.90E-3
98,144,242Cf,1815,1815000,7.50E+3,5.33E-2
98,145,243Cf,1822.5,1822500,7.50E+3,1
98,142,240Cf,1802.4,1802400,7.51E+3,7.51E-2
98,143,241Cf,1807.5,1807500,7.50E+3,1
98,140,238Cf,1785,1785000,7.50E+3,1
98,141,239Cf,1792.5,1792500,7.50E+3,1
98,150,248Cf,1857.52,1857520,7.49E+3,2.07E-2
98,139,237Cf,1777.5,1777500,7.50E+3,4.10E-1
98,157,255Cf,1894.65,1894650,7.43E+3,1
98,158,256Cf,1902.08,1902080,7.43E+3,1
98,155,253Cf,1884.85,1884850,7.45E+3,1.68E-2
98,156,254Cf,1889.76,1889760,7.44E+3,4.51E-2
98,153,251Cf,1874.97,1874970,7.47E+3,1.55E-2
98,154,252Cf,1879.92,1879920,7.46E+3,9.40E-3
98,151,249Cf,1862.52,1862520,7.48E+3,4.79E-3
98,152,250Cf,1867.5,1867500,7.47E+3,6.20E-3
99,147,246Es,1840.08,1840080,7.48E+3,3.65E-1
99,148,247Es,1847.56,1847560,7.48E+3,7.87E-2
99,149,248Es,1852.56,1852560,7.47E+3,0
99,143,242Es,1810.16,1810160,7.48E+3,1
99,144,243Es,1817.64,1817640,7.48E+3,1
99,145,244Es,1825.12,1825120,7.48E+3,1
99,146,245Es,1832.6,1832600,7.48E+3,1
99,141,240Es,1795.2,1795200,7.48E+3,2
99,142,241Es,1802.68,1802680,7.48E+3,1
99,158,257Es,1906.94,1906940,7.42E+3,2
99,154,253Es,1884.85,1884850,7.45E+3,4.90E-3
99,155,254Es,1889.76,1889760,7.44E+3,1.15E-2
99,155,254Es,1889.76,1889760,7.44E+3,1.15E-2
99,156,255Es,1894.65,1894650,7.43E+3,4.24E-2
99,157,256Es,1899.52,1899520,7.42E+3,0
99,157,256Es,1899.52,1899520,7.42E+3,0
99,150,249Es,1860.03,1860030,7.47E+3,0
99,151,250Es,1865,1865000,7.46E+3,0
99,151,250Es,1865,1865000,7.46E+3,0
99,152,251Es,1872.46,1872460,7.46E+3,2.11E-2
99,153,252Es,1877.4,1877400,7.45E+3,1.98E-1
100,141,241Fm,1795.45,1795450,7.45E+3,1
100,145,245Fm,1827.7,1827700,7.46E+3,1
100,144,244Fm,1820.24,1820240,7.46E+3,1
100,143,243Fm,1812.78,1812780,7.46E+3,1
100,142,242Fm,1805.32,1805320,7.46E+3,2
100,149,249Fm,1857.54,1857540,7.46E+3,2.48E-2
100,148,248Fm,1850.08,1850080,7.46E+3,3.43E-2
100,147,247Fm,1842.62,1842620,7.46E+3,1
100,147,247Fm,1842.62,1842620,7.46E+3,1
100,146,246Fm,1835.16,1835160,7.46E+3,5.56E-2
100,152,252Fm,1877.4,1877400,7.45E+3,2.07E-2
100,151,251Fm,1869.95,1869950,7.45E+3,5.69E-2
100,150,250Fm,1865,1865000,7.46E+3,3.16E-2
100,150,250Fm,1865,1865000,7.46E+3,3.16E-2
100,156,256Fm,1902.08,1902080,7.43E+3,1.18E-2
100,155,255Fm,1894.65,1894650,7.43E+3,1.54E-2
100,154,254Fm,1889.76,1889760,7.44E+3,7.30E-3
100,153,253Fm,1882.32,1882320,7.44E+3,6.10E-3
100,159,259Fm,1916.6,1916600,7.40E+3,1
100,158,258Fm,1911.78,1911780,7.41E+3,1
100,157,257Fm,1906.94,1906940,7.42E+3,1.68E-2
101,151,252Md,1872.36,1872360,7.43E+3,3.62E-1
101,150,251Md,1867.44,1867440,7.44E+3,7.54E-2
101,150,251Md,1867.44,1867440,7.44E+3,7.54E-2
101,153,254Md,1887.22,1887220,7.43E+3,0
101,153,254Md,1887.22,1887220,7.43E+3,0
101,152,253Md,1879.79,1879790,7.43E+3,0
101,155,256Md,1899.52,1899520,7.42E+3,0
101,154,255Md,1892.1,1892100,7.42E+3,2.18E-2
101,157,258Md,1909.2,1909200,7.40E+3,1.35E-2
101,157,258Md,1909.2,1909200,7.40E+3,1.35E-2
101,156,257Md,1904.37,1904370,7.41E+3,6.10E-3
101,159,260Md,1921.4,1921400,7.39E+3,1
101,158,259Md,1916.6,1916600,7.40E+3,0
101,144,245Md,1822.8,1822800,7.44E+3,1
101,143,244Md,1812.92,1812920,7.43E+3,2
